idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
986	53.0288	23.4013	53.1251	8.0	-0.08100566	-0.08095466	0.00005100
987	65.8453	23.3584	57.6651	8.0	-0.08671819	-0.08610511	0.00061308
988	56.6394	37.7055	53.6716	2.0	-0.20406878	-0.20638123	-0.00231246
989	50.2731	40.8689	59.0676	7.0	-0.09295053	-0.09360818	-0.00065766
990	67.1670	41.5803	58.8755	8.0	-0.09210218	-0.09237951	-0.00027733
991	57.1610	42.9423	55.0806	5.0	-0.12034187	-0.12078128	-0.00043940
992	67.8029	35.3630	50.7633	6.0	-0.11026396	-0.10876686	0.00149710
993	62.0347	32.8149	64.4964	6.0	-0.10919206	-0.11096625	-0.00177419
994	47.1617	36.7185	53.2142	8.0	-0.08211579	-0.08256953	-0.00045374
995	55.0425	44.1469	61.3472	8.0	-0.08940931	-0.08996240	-0.00055309
996	64.6831	28.0424	47.8652	6.0	-0.10222665	-0.09969023	0.00253642
997	60.0729	24.8363	52.0536	6.0	-0.11049737	-0.10866673	0.00183063
998	68.0377	32.1615	57.3507	5.0	-0.12193414	-0.12098537	0.00094877
999	65.9578	37.4760	59.5396	5.0	-0.12117869	-0.12186660	-0.00068792
1000	58.0658	39.5584	60.0918	3.0	-0.16227577	-0.16317297	-0.00089720
1001	67.7372	38.2613	49.5225	8.0	-0.09413405	-0.09334176	0.00079229
1002	58.0925	31.5452	45.4271	7.0	-0.09928703	-0.09791229	0.00137474
1003	54.0613	28.5169	52.9317	3.0	-0.12234140	-0.12292377	-0.00058237
1004	61.6516	42.3213	60.8417	6.0	-0.10746082	-0.10814599	-0.00068516
1005	68.7024	36.4370	61.4870	8.0	-0.09256316	-0.09285046	-0.00028730
1006	53.9614	36.5492	45.9823	7.0	-0.08997674	-0.08972260	0.00025415
1007	64.7776	27.6981	52.6434	4.0	-0.13695474	-0.13283253	0.00412221
1008	63.9740	30.9647	51.0899	2.0	-0.18040045	-0.17167094	0.00872951
1009	50.3150	42.2968	54.4727	8.0	-0.08786836	-0.08831274	-0.00044438
1010	62.8488	28.3850	45.8023	7.0	-0.09338499	-0.09144298	0.00194201
1011	56.5500	29.7328	62.7374	5.0	-0.11335000	-0.11620559	-0.00285559
1012	56.1849	27.5196	51.8649	4.0	-0.12607641	-0.12498353	0.00109288
1013	50.9998	35.6015	64.5224	8.0	-0.08662332	-0.08775532	-0.00113200
1014	63.8667	31.1846	63.3955	6.0	-0.10924018	-0.11053148	-0.00129130
1015	53.4949	42.0553	59.6188	6.0	-0.10564159	-0.10629294	-0.00065134
1016	55.3302	28.4290	45.7595	8.0	-0.08699383	-0.08613839	0.00085544
1017	61.2196	36.1568	64.6183	6.0	-0.11013151	-0.11173497	-0.00160346
1018	54.1338	41.7541	56.4605	5.0	-0.12139326	-0.12198470	-0.00059144
1019	61.1868	26.0001	48.9830	6.0	-0.10535126	-0.10301793	0.00233333
1020	63.0529	35.1657	52.1936	2.0	-0.19537019	-0.19392412	0.00144606
1021	55.1856	37.7688	49.8396	4.0	-0.12333362	-0.12348471	-0.00015110
