global_idx	min_dist	q
11692	4.446	-0.0124
13646	4.244	-0.0276
8756	5.012	+0.0059
1869	5.357	+0.0045
4049	4.095	-0.0342
12961	4.411	-0.0191
4556	5.475	-0.0013
6481	3.714	-0.0188
6435	3.388	+0.0097
4475	3.931	+0.0023
3806	4.078	-0.0572
12425	5.069	+0.0151
9955	5.584	-0.0052
10488	6.153	+0.0329
13009	4.316	+0.0027
13623	4.029	-0.0347
10319	4.636	-0.0011
3345	4.427	-0.0209
13260	4.435	+0.0100
7811	5.979	-0.0059
11383	4.731	+0.0288
4569	4.464	-0.0443
4476	4.167	+0.0111
4150	5.022	+0.0057
4641	6.301	-0.0059
2440	4.902	-0.0318
4532	5.283	+0.0041
14407	4.285	-0.0415
14359	4.140	-0.0448
6720	5.730	-0.0211
10466	3.719	+0.0503
2043	5.279	+0.0275
11065	3.740	+0.0371
5951	6.367	-0.0046
10320	4.766	-0.0087
3194	5.819	+0.0053
11769	3.773	+0.0395
5786	3.714	+0.0166
10665	5.090	+0.0121
12306	4.542	-0.0094
14408	4.265	-0.0388
3083	4.353	-0.0417
2494	5.478	+0.0131
8557	4.075	+0.0260
9039	4.160	+0.0232
9276	3.931	-0.0207
3925	5.969	-0.0013
5926	5.002	-0.0017
5510	4.365	-0.0017
7906	4.196	+0.0179
11174	4.161	+0.0369
11248	4.141	-0.0019
5787	3.964	+0.0199
7101	3.595	-0.0017
10342	4.562	+0.0219
5222	4.155	-0.0394
3130	4.835	-0.0579
13775	4.679	-0.0266
6114	5.593	-0.0171
3437	5.245	+0.0124
2469	5.286	+0.0124
9798	3.734	+0.0481
9671	5.058	-0.0171
10990	4.558	+0.0123
11109	5.460	+0.0282
4610	5.062	-0.0245
12986	4.595	-0.0045
12383	4.622	+0.0036
2443	5.109	+0.0025
13283	4.502	+0.0064
5335	4.817	-0.0137
13665	4.621	-0.0111
5808	3.435	-0.0203
9391	5.267	+0.0123
3783	3.971	-0.0333
12966	3.952	-0.0341
2066	5.191	+0.0286
2018	5.384	+0.0233
6556	4.728	+0.0055
6440	4.589	+0.0126
8540	4.251	+0.0339
8698	3.683	-0.0527
8399	5.767	-0.0225
9412	4.933	-0.0058
10710	5.211	-0.0135
7889	4.366	+0.0261
7433	5.361	-0.0063
7750	5.772	-0.0194
11157	4.069	+0.0421
8373	5.246	-0.0129
10681	4.741	-0.0256
7452	4.251	-0.0163
7726	5.100	-0.0068
9149	6.072	+0.0222
10637	5.288	+0.0033
5154	3.493	-0.0226
5267	6.091	-0.0077
2067	5.265	+0.0297
11635	4.586	-0.0082
3459	4.356	+0.0138
7205	6.153	+0.0017
9330	3.843	-0.0459
13815	5.007	-0.0298
14247	4.400	-0.0384
11360	4.771	+0.0289
3870	5.591	+0.0023
10437	5.566	+0.0218
2648	5.632	+0.0115
3106	4.559	-0.0583
12337	4.219	-0.0210
5316	5.219	-0.0092
14313	4.457	-0.0369
6096	5.720	-0.0195
9015	4.076	+0.0215
12011	5.247	-0.0104
3460	4.501	+0.0159
11870	5.646	+0.0029
6685	6.082	-0.0152
12311	4.097	-0.0307
3088	5.057	+0.0111
7077	3.473	+0.0102
2508	5.549	-0.0401
8658	3.595	-0.0522
4474	3.810	-0.0089
5897	6.067	-0.0094
9415	5.309	+0.0115
5490	5.223	-0.0075
11016	4.355	+0.0233
10556	6.041	+0.0072
7455	4.682	-0.0033
10318	4.609	+0.0058
11952	4.858	-0.0165
11638	4.327	-0.0256
8574	4.016	+0.0136
4724	6.318	-0.0106
14406	4.416	-0.0414
7923	4.138	+0.0054
11192	4.103	+0.0281
11659	4.619	+0.0122
11049	4.868	-0.0052
3815	5.208	+0.0111
14291	4.481	-0.0346
9114	5.989	+0.0050
10606	4.204	-0.0156
12611	5.224	-0.0178
3788	5.028	+0.0140
6026	6.328	-0.0128
9764	3.817	+0.0389
1888	5.839	-0.0305
12670	4.702	+0.0095
5785	3.586	+0.0094
7169	6.088	-0.0093
5178	3.747	-0.0403
1960	5.676	-0.0065
9750	5.511	-0.0038
6522	4.199	-0.0090
14863	3.759	-0.0649
12671	4.612	+0.0168
5354	4.489	-0.0218
4477	4.501	+0.0151
5209	5.537	-0.0053
10997	4.572	-0.0263
12582	4.905	-0.0140
13281	4.788	-0.0071
13182	5.082	-0.0119
9209	4.073	+0.0310
4496	3.800	-0.0445
6509	5.868	-0.0144
10321	4.859	-0.0152
13013	4.404	-0.0114
7266	4.425	+0.0086
14864	3.737	-0.0651
9729	5.347	-0.0160
10717	4.960	+0.0272
4116	3.916	-0.0348
14409	4.360	-0.0344
10351	4.884	-0.0248
4172	4.203	+0.0048
12543	5.282	-0.0047
8683	5.445	-0.0097
2065	5.161	+0.0240
5161	5.061	+0.0124
8033	5.475	-0.0143
1935	5.774	-0.0151
5788	4.313	+0.0184
6488	5.689	-0.0138
8752	4.684	-0.0179
8628	5.853	-0.0105
10049	4.718	-0.0248
13113	4.709	+0.0071
12990	4.197	-0.0215
14837	3.787	-0.0641
8100	4.456	-0.0214
7978	5.881	-0.0137
1865	5.619	-0.0313
4173	4.353	+0.0074
14333	4.543	-0.0372
14249	4.267	-0.0435
6156	4.969	-0.0062
10568	3.987	+0.0063
4092	3.875	-0.0396
5817	5.341	+0.0024
9192	4.249	+0.0381
9351	4.008	-0.0431
9050	5.525	-0.0229
13842	5.067	-0.0286
3458	4.321	+0.0081
3358	5.857	+0.0016
9022	5.432	-0.0173
11883	4.312	+0.0063
12398	3.965	+0.0253
11736	5.029	+0.0142
12018	4.655	+0.0301
13284	4.518	+0.0111
7250	4.587	+0.0163
14838	3.766	-0.0645
7108	5.683	-0.0143
13871	4.697	-0.0151
3141	5.520	+0.0085
1402	5.430	+0.0149
10080	5.356	+0.0059
11379	5.263	-0.0033
13599	4.500	-0.0279
4057	6.086	-0.0064
6038	3.819	-0.0436
14226	4.218	-0.0468
13030	4.254	+0.0093
13872	4.607	-0.0102
13824	4.762	-0.0168
13093	4.507	+0.0105
13670	4.664	-0.0194
6815	4.272	-0.0108
8474	4.124	+0.0320
1403	5.430	+0.0183
10081	5.302	+0.0121
2068	5.357	+0.0276
7823	4.357	+0.0228
3260	5.322	-0.0196
3115	5.329	+0.0113
14316	4.288	-0.0413
4737	3.987	-0.0410
4579	5.832	-0.0044
8524	4.385	+0.0363
11981	5.274	-0.0180
7873	4.604	+0.0288
9311	3.928	-0.0403
11140	3.960	+0.0433
10692	5.081	+0.0191
3883	4.955	-0.0408
13791	5.141	-0.0240
6816	4.420	-0.0070
11072	5.144	+0.0088
1895	5.701	+0.0136
2717	4.771	+0.0049
3461	4.746	+0.0147
1379	5.533	+0.0080
14888	3.860	-0.0616
2746	4.716	+0.0201
9226	4.014	+0.0197
3155	5.126	-0.0467
12669	4.891	+0.0013
6135	5.625	-0.0123
2439	4.907	-0.0403
8757	5.326	+0.0066
8705	5.403	-0.0041
1380	5.533	+0.0125
5297	5.444	-0.0089
7282	4.371	-0.0032
14889	3.839	-0.0615
8105	5.126	+0.0012
8053	5.434	-0.0094
1870	5.516	+0.0091
3233	5.688	-0.0229
11668	4.466	-0.0223
4817	3.715	-0.0451
14378	4.585	-0.0408
5230	5.806	-0.0079
14295	4.312	-0.0399
2747	4.850	+0.0216
2699	5.607	+0.0140
14862	3.909	-0.0603
2519	5.835	+0.0104
11926	4.620	-0.0105
11774	5.532	+0.0237
1969	5.676	+0.0169
11025	4.785	-0.0173
13133	4.920	+0.0027
2663	4.939	-0.0073
11384	4.848	+0.0288
13600	4.051	-0.0371
9690	4.514	+0.0237
9932	4.051	-0.0111
4505	5.273	+0.0089
10471	6.105	+0.0298
14268	4.612	-0.0308
13223	5.361	-0.0197
12672	4.627	+0.0213
12622	4.781	+0.0115
13849	4.648	-0.0093
6458	3.656	-0.0125
6697	3.613	-0.0521
14836	3.936	-0.0593
1425	5.417	+0.0199
12477	4.558	+0.0204
4777	3.628	-0.0534
4620	6.274	-0.0054
9336	5.504	-0.0041
5511	4.722	-0.0027
14865	3.845	-0.0611
9411	5.001	-0.0135
9280	5.908	-0.0067
5415	6.179	-0.0159
5934	6.441	-0.0047
7391	5.594	-0.0167
10393	4.008	+0.0330
2037	5.424	+0.0111
1944	5.775	+0.0156
11180	6.241	+0.0184
11965	4.993	+0.0101
1426	5.417	+0.0223
10058	5.259	+0.0179
13870	4.887	-0.0192
7337	5.991	-0.0156
3288	5.027	-0.0192
14337	4.376	-0.0395
1401	5.520	+0.0098
10079	5.327	-0.0018
11634	4.765	-0.0011
13728	5.052	-0.0097
2444	5.276	+0.0078
6797	5.389	-0.0082
9803	6.200	+0.0246
4174	4.606	+0.0072
4124	5.841	-0.0021
5852	4.069	-0.0271
3401	4.339	-0.0209
12458	4.350	+0.0243
3982	5.145	-0.0200
5343	6.771	-0.0080
9989	4.272	-0.0347
8563	6.555	+0.0113
7912	6.580	+0.0063
2724	5.594	+0.0168
4801	6.052	-0.0102
14839	3.872	-0.0606
6562	6.336	-0.0032
1911	5.953	-0.0241
12595	4.991	+0.0025
9126	4.002	+0.0374
11321	5.010	-0.0213
11162	6.242	+0.0236
7940	4.199	-0.0086
9665	4.482	+0.0183
11210	4.164	+0.0173
4473	3.816	-0.0192
11086	3.801	+0.0390
7181	4.653	+0.0114
9176	4.270	+0.0402
8663	5.662	-0.0123
1378	5.621	+0.0023
14887	4.006	-0.0578
8013	5.691	-0.0159
12960	4.813	-0.0104
13708	4.865	-0.0068
13873	4.623	-0.0058
10368	4.307	+0.0274
10317	4.688	+0.0107
2745	4.684	+0.0151
6434	3.536	+0.0016
7233	4.845	+0.0190
14385	4.458	-0.0345
1404	5.520	+0.0195
10082	5.316	+0.0157
11294	4.676	-0.0178
14405	4.651	-0.0385
2583	5.669	-0.0163
1994	5.664	+0.0171
3959	5.523	-0.0202
12640	5.505	-0.0162
5325	6.695	-0.0066
8546	6.477	+0.0152
5372	4.252	-0.0312
7895	6.502	+0.0096
5241	4.598	-0.0260
6817	4.669	-0.0050
1844	5.458	-0.0159
4100	6.062	-0.0051
5832	3.950	-0.0279
9416	5.507	+0.0122
9364	5.463	+0.0019
10615	5.654	-0.0015
13073	4.408	+0.0126
9769	5.840	+0.0087
7456	5.017	-0.0027
7411	5.553	-0.0126
11992	4.885	+0.0187
1845	5.437	-0.0065
12496	4.636	+0.0147
11639	4.463	-0.0260
13798	4.961	-0.0202
12305	4.933	-0.0019
13280	5.072	-0.0124
6528	6.202	-0.0102
1381	5.621	+0.0152
3082	4.469	-0.0463
13620	4.893	-0.0143
13036	4.810	-0.0025
14890	3.943	-0.0576
6079	6.009	-0.0183
13252	5.503	-0.0200
13119	5.387	-0.0048
2557	6.014	-0.0218
2748	5.078	+0.0200
11198	6.229	+0.0117
4142	4.197	-0.0256
14354	4.731	-0.0354
9863	4.190	+0.0322
1424	5.507	+0.0153
2044	5.550	+0.0209
12405	5.107	+0.0110
13748	5.292	-0.0124
1358	5.720	+0.0063
2064	5.226	+0.0166
4822	5.729	-0.0069
3206	5.740	-0.0280
4478	4.913	+0.0142
14273	4.448	-0.0364
4004	4.840	-0.0226
5361	6.713	-0.0097
8722	4.102	-0.0414
8580	6.490	+0.0057
12557	4.774	-0.0065
3782	4.098	-0.0394
8070	3.912	-0.0465
7929	6.515	+0.0015
10449	3.862	+0.0436
10322	4.980	-0.0192
13099	5.407	-0.0012
2674	5.791	+0.0096
3168	5.873	+0.0046
14410	4.561	-0.0291
11750	3.913	+0.0348
3429	4.486	-0.0148
13197	5.146	-0.0142
9846	4.361	+0.0382
10019	4.421	-0.0337
9701	5.363	-0.0213
2461	5.186	-0.0486
9672	5.268	-0.0196
3898	6.022	-0.0011
5908	4.917	-0.0061
5789	4.741	+0.0133
13234	4.881	-0.0010
1427	5.507	+0.0223
6608	4.899	+0.0063
6466	5.679	-0.0084
2010	5.677	+0.0022
12967	4.218	-0.0277
14812	4.084	-0.0552
9215	6.605	+0.0148
2609	5.393	-0.0133
14913	4.080	-0.0547
6441	5.090	+0.0043
10574	6.075	+0.0016
4070	4.081	-0.0378
8365	4.015	+0.0165
13285	4.641	+0.0125
7718	3.821	+0.0114
9243	4.076	+0.0066
7272	6.678	+0.0011
4590	4.979	-0.0281
1920	5.954	+0.0136
4744	6.460	-0.0113
3248	6.308	+0.0010
13642	4.736	-0.0081
7299	4.390	-0.0160
14914	4.060	-0.0542
9316	5.719	-0.0078
8414	4.268	+0.0164
3373	4.414	-0.0243
7765	4.136	+0.0073
6044	6.345	-0.0143
9969	4.348	-0.0293
7373	5.805	-0.0176
12040	5.007	+0.0113
11937	5.288	+0.0023
1843	5.568	-0.0249
2069	5.537	+0.0230
12668	5.169	-0.0059
3412	5.916	+0.0034
13139	5.458	-0.0077
8480	6.255	+0.0082
9198	6.527	+0.0190
12438	4.247	+0.0258
13153	4.971	-0.0020
12312	4.354	-0.0261
7829	6.281	+0.0027
3089	5.318	+0.0109
12649	4.772	+0.0184
9880	4.133	+0.0225
12041	4.923	+0.0179
14225	4.745	-0.0317
14861	4.172	-0.0524
14813	4.023	-0.0568
7256	6.602	+0.0038
11145	6.170	+0.0255
3462	5.076	+0.0114
8640	3.943	-0.0382
13733	5.009	-0.0181
7990	3.745	-0.0468
10966	4.915	-0.0070
6644	4.667	-0.0103
10414	3.942	+0.0363
1356	5.805	-0.0055
4864	4.280	-0.0034
4783	6.249	-0.0118
8508	4.396	+0.0341
1449	5.494	+0.0220
13687	4.773	-0.0042
7857	4.615	+0.0269
11122	3.972	+0.0409
2484	5.473	-0.0438
4170	4.247	-0.0087
10967	4.858	-0.0129
10400	5.440	-0.0012
13624	4.403	-0.0248
3936	5.675	-0.0229
3789	5.290	+0.0117
13261	4.770	+0.0067
5306	6.692	-0.0057
8530	6.474	+0.0162
1450	5.494	+0.0237
1846	5.506	+0.0011
11334	5.188	+0.0125
5870	4.411	-0.0190
7879	6.499	+0.0105
3316	4.817	-0.0213
12355	4.279	+0.0168
5132	4.025	+0.0084
14835	4.197	-0.0512
14360	4.571	-0.0343
5278	5.275	-0.0113
12484	5.908	+0.0062
13713	5.030	-0.0156
5859	5.948	-0.0104
10989	4.845	+0.0151
10378	5.273	-0.0127
8751	4.741	-0.0245
5133	4.256	+0.0130
8099	4.578	-0.0280
9381	4.396	-0.0347
1864	5.742	-0.0346
9232	6.539	+0.0088
13869	5.165	-0.0213
2596	6.076	+0.0067
5471	5.961	-0.0128
8435	4.427	+0.0200
8344	4.369	+0.0132
1400	5.694	+0.0039
10078	5.390	-0.0094
1359	5.805	+0.0102
9937	6.044	-0.0034
7785	4.362	+0.0110
7698	4.192	+0.0158
7289	6.615	-0.0026
10709	5.169	-0.0192
12936	4.392	-0.0256
12673	4.747	+0.0219
2532	5.971	-0.0283
5839	5.771	-0.0083
6757	5.795	-0.0168
3830	4.668	-0.0496
3438	5.719	+0.0062
5153	3.769	-0.0263
6703	6.180	-0.0158
8345	4.583	+0.0086
11686	4.292	+0.0217
11378	5.610	-0.0105
2470	5.624	+0.0102
13598	4.895	-0.0189
14912	4.218	-0.0519
14866	4.072	-0.0538
7699	4.415	+0.0125
12937	4.304	-0.0290
11350	5.284	-0.0200
12465	5.843	+0.0102
3993	6.509	-0.0046
14246	4.842	-0.0262
11306	5.382	+0.0048
10739	5.383	+0.0079
12331	4.560	+0.0104
2019	5.737	+0.0163
9014	4.315	+0.0184
8080	5.571	-0.0042
12010	5.682	-0.0148
2570	6.167	+0.0067
1377	5.792	-0.0035
14886	4.263	-0.0507
8374	5.776	-0.0156
9781	4.001	+0.0385
11092	5.584	+0.0174
4175	4.946	+0.0049
13079	5.425	+0.0014
7076	3.750	+0.0041
7727	5.643	-0.0115
10740	5.305	+0.0138
2744	4.755	+0.0076
12039	5.185	+0.0036
3060	4.691	-0.0115
4520	4.374	-0.0448
13754	5.085	-0.0189
14227	4.468	-0.0377
6174	4.370	-0.0100
9065	4.484	+0.0224
9830	4.268	+0.0400
5452	6.080	-0.0149
14840	4.098	-0.0534
12515	4.690	+0.0079
7122	4.119	-0.0031
3971	6.595	-0.0038
14433	4.801	-0.0284
3061	4.891	-0.0023
6590	5.141	+0.0086
6175	4.515	-0.0066
14915	4.159	-0.0505
9132	6.307	+0.0128
2438	5.010	-0.0439
3805	4.429	-0.0497
5249	6.223	-0.0073
11216	6.154	+0.0057
13874	4.743	-0.0031
7187	6.384	-0.0020
4863	4.245	-0.0086
13207	5.182	-0.0069
14434	4.783	-0.0255
1448	5.582	+0.0180
1887	6.036	-0.0310
1405	5.695	+0.0185
10083	5.420	+0.0163
10032	5.552	+0.0070
9292	4.248	-0.0283
13769	5.421	-0.0145
13647	4.706	-0.0174
3221	6.389	+0.0013
12503	5.973	+0.0018
11270	4.538	-0.0106
7349	3.672	-0.0520
9160	4.282	+0.0379
12042	4.937	+0.0218
6818	5.004	-0.0046
6776	5.756	-0.0134
4026	4.621	-0.0271
12567	5.378	-0.0026
5380	6.656	-0.0112
2622	6.064	+0.0062
5131	3.907	+0.0012
7216	4.925	+0.0174
7946	6.456	-0.0034
8758	5.616	+0.0053
1423	5.682	+0.0094
11708	4.113	+0.0269
13574	4.371	-0.0322
1871	5.757	+0.0102
8389	4.273	+0.0140
9182	6.524	+0.0201
7742	4.140	+0.0064
10341	4.795	+0.0208
10586	4.285	-0.0052
5428	3.643	-0.0563
7240	6.599	+0.0046
1382	5.793	+0.0155
2090	5.241	+0.0214
13575	4.282	-0.0344
14891	4.165	-0.0507
11823	4.606	+0.0263
10968	4.880	-0.0175
13051	4.419	+0.0132
8343	4.261	+0.0153
11903	4.589	-0.0025
2749	5.388	+0.0162
4015	6.498	-0.0055
7697	4.079	+0.0161
9410	4.998	-0.0201
1451	5.582	+0.0230
11385	5.061	+0.0249
12985	4.654	+0.0028
12935	4.587	-0.0202
13601	4.311	-0.0300
10998	4.905	-0.0220
2636	5.197	-0.0130
2091	5.362	+0.0226
2495	5.889	+0.0087
4546	4.588	-0.0398
4078	6.312	-0.0068
5807	3.845	-0.0208
6056	3.805	-0.0490
9087	4.313	+0.0260
8992	4.646	+0.0087
11633	4.942	+0.0045
11756	5.567	+0.0183
13841	5.455	-0.0245
7056	4.128	+0.0158
8607	4.256	-0.0131
1335	5.944	-0.0054
10718	5.261	+0.0201
5134	4.583	+0.0138
7956	4.327	-0.0207
11228	4.338	+0.0065
8993	4.848	+0.0034
8423	6.259	-0.0139
2417	5.115	-0.0157
4673	5.156	-0.0172
5512	5.150	-0.0044
14811	4.337	-0.0475
7773	6.313	-0.0147
4757	3.973	-0.0447
5162	5.518	+0.0052
11805	4.414	+0.0304
7057	4.354	+0.0142
10454	6.137	+0.0230
13814	5.490	-0.0222
13693	5.147	-0.0129
3180	5.580	-0.0327
14250	4.686	-0.0323
6157	5.468	-0.0077
9392	5.599	+0.0065
9869	6.677	+0.0160
2418	5.299	-0.0064
13160	5.616	-0.0087
8346	4.889	+0.0025
10651	4.765	-0.0259
3105	4.875	-0.0504
3059	4.590	-0.0213
4472	3.948	-0.0259
4599	6.325	-0.0050
14312	4.993	-0.0241
7700	4.731	+0.0070
5391	4.122	-0.0388
12938	4.329	-0.0296
7434	5.687	-0.0076
9897	4.193	+0.0110
9023	5.715	-0.0182
2445	5.527	+0.0090
12019	4.975	+0.0223
1428	5.682	+0.0202
12362	4.870	-0.0033
5916	6.588	-0.0053
6634	6.847	-0.0029
10316	4.868	+0.0133
12281	4.630	-0.0181
14432	4.918	-0.0297
7085	5.595	-0.0065
1842	5.583	-0.0314
9976	5.859	-0.0036
2716	4.959	-0.0053
4652	5.533	-0.0149
6661	4.440	-0.0212
14404	4.973	-0.0336
11361	5.179	+0.0183
10741	5.318	+0.0172
12377	4.217	+0.0214
12282	4.547	-0.0223
12446	5.776	+0.0124
6739	5.999	-0.0174
12338	4.683	-0.0135
5783	3.732	-0.0064
9852	6.651	+0.0201
11658	4.679	+0.0150
14290	5.014	-0.0220
4846	5.486	-0.0038
14204	4.377	-0.0395
2689	4.927	-0.0103
2545	6.327	+0.0064
13008	4.490	+0.0085
3331	6.273	-0.0012
14377	5.011	-0.0319
1355	5.971	-0.0110
3062	5.179	+0.0043
3843	5.819	+0.0018
6176	4.759	-0.0050
