idx	x	y	z	min_dist	nearest_el	V_R	V_TS	Dv
12311	52.0108	37.7430	58.9110	5.524	O	-0.12822740	-0.12934942	-0.00112201
12312	52.0108	37.7430	59.6110	5.803	O	-0.12373352	-0.12489240	-0.00115888
12313	52.0108	37.7430	60.3110	6.148	O	-0.11874476	-0.11993486	-0.00119009
12314	52.0108	37.7430	61.0110	6.551	O	-0.11354196	-0.11474929	-0.00120733
12315	52.0108	37.7430	61.7110	7.000	O	-0.10833243	-0.10953942	-0.00120699
12316	52.0108	37.7430	62.4110	7.489	O	-0.10325397	-0.10444343	-0.00118946
12317	52.0108	37.7430	63.1110	8.008	O	-0.09838953	-0.09954702	-0.00115750
12318	52.0108	37.7430	63.8110	8.553	O	-0.09378315	-0.09489787	-0.00111472
12319	52.7108	37.7430	46.3110	8.992	H	-0.08519199	-0.08511307	0.00007891
12320	52.7108	37.7430	47.0110	8.455	H	-0.08898091	-0.08895012	0.00003079
12321	52.7108	37.7430	47.7110	7.943	H	-0.09300363	-0.09303359	-0.00002996
12322	52.7108	37.7430	48.4110	7.462	H	-0.09726525	-0.09737079	-0.00010553
12323	52.7108	37.7430	49.1110	7.018	H	-0.10176662	-0.10196467	-0.00019805
12324	52.7108	37.7430	49.8110	6.618	H	-0.10650263	-0.10681180	-0.00030916
12325	52.7108	37.7430	50.5110	6.270	H	-0.11146007	-0.11189938	-0.00043931
12326	52.7108	37.7430	51.2110	5.985	H	-0.11661438	-0.11720094	-0.00058656
12327	52.7108	37.7430	51.9110	5.772	H	-0.12192456	-0.12266974	-0.00074517
12328	52.7108	37.7430	52.6110	5.637	H	-0.12732417	-0.12822859	-0.00090442
12329	52.7108	37.7430	53.3110	5.588	H	-0.13270563	-0.13375425	-0.00104862
12330	52.7108	37.7430	54.0110	5.389	H	-0.13789473	-0.13905435	-0.00115962
12331	52.7108	37.7430	54.7110	5.091	O	-0.14261695	-0.14383890	-0.00122195
12332	52.7108	37.7430	55.4110	4.816	O	-0.14647315	-0.14770319	-0.00123003
12333	52.7108	37.7430	56.1110	4.630	O	-0.14896753	-0.15016241	-0.00119488
12334	52.7108	37.7430	56.8110	4.547	O	-0.14963133	-0.15077612	-0.00114478
12335	52.7108	37.7430	57.5110	4.570	O	-0.14821556	-0.14932930	-0.00111374
12336	52.7108	37.7430	58.2110	4.699	O	-0.14482501	-0.14594714	-0.00112213
12337	52.7108	37.7430	58.9110	4.924	O	-0.13987934	-0.14104562	-0.00116628
12338	52.7108	37.7430	59.6110	5.235	O	-0.13393661	-0.13516223	-0.00122562
12339	52.7108	37.7430	60.3110	5.615	O	-0.12751602	-0.12879381	-0.00127779
12340	52.7108	37.7430	61.0110	6.053	O	-0.12100732	-0.12231583	-0.00130851
12341	52.7108	37.7430	61.7110	6.537	O	-0.11466152	-0.11597464	-0.00131312
12342	52.7108	37.7430	62.4110	7.057	O	-0.10862013	-0.10991376	-0.00129363
12343	52.7108	37.7430	63.1110	7.607	O	-0.10295070	-0.10420582	-0.00125512
12344	52.7108	37.7430	63.8110	8.179	O	-0.09767522	-0.09887858	-0.00120336
12345	52.7108	37.7430	64.5110	8.769	O	-0.09278958	-0.09393306	-0.00114348
12346	53.4108	37.7430	46.3110	8.653	H	-0.08769488	-0.08757093	0.00012395
12347	53.4108	37.7430	47.0110	8.094	H	-0.09182221	-0.09174551	0.00007670
12348	53.4108	37.7430	47.7110	7.557	H	-0.09623656	-0.09622116	0.00001540
12349	53.4108	37.7430	48.4110	7.050	H	-0.10095232	-0.10101524	-0.00006292
12350	53.4108	37.7430	49.1110	6.578	H	-0.10598168	-0.10614316	-0.00016148
12351	53.4108	37.7430	49.8110	6.149	H	-0.11133380	-0.11161724	-0.00028344
12352	53.4108	37.7430	50.5110	5.774	H	-0.11701381	-0.11744491	-0.00043110
12353	53.4108	37.7430	51.2110	5.463	H	-0.12302107	-0.12362553	-0.00060446
12354	53.4108	37.7430	51.9110	5.228	H	-0.12934493	-0.13014384	-0.00079891
12355	53.4108	37.7430	52.6110	5.079	H	-0.13595408	-0.13695656	-0.00100247
12356	53.4108	37.7430	53.3110	5.024	H	-0.14277267	-0.14396662	-0.00119394
12357	53.4108	37.7430	54.0110	4.933	O	-0.14963394	-0.15097797	-0.00134403
12358	53.4108	37.7430	54.7110	4.542	O	-0.15620394	-0.15762525	-0.00142132
12359	53.4108	37.7430	55.4110	4.231	O	-0.16189358	-0.16329839	-0.00140481
12360	53.4108	37.7430	56.1110	4.019	O	-0.16584819	-0.16715163	-0.00130344
12361	53.4108	37.7430	56.8110	3.922	O	-0.16716117	-0.16833087	-0.00116970
12362	53.4108	37.7430	57.5110	3.949	O	-0.16531625	-0.16639564	-0.00107939
12363	53.4108	37.7430	58.2110	4.097	O	-0.16052569	-0.16160476	-0.00107908
12364	53.4108	37.7430	58.9110	4.354	O	-0.15361265	-0.15476895	-0.00115630
12365	53.4108	37.7430	59.6110	4.702	O	-0.14557023	-0.14683335	-0.00126312
12366	53.4108	37.7430	60.3110	5.123	O	-0.13720381	-0.13855912	-0.00135531
12367	53.4108	37.7430	61.0110	5.599	O	-0.12902420	-0.13043438	-0.00141018
12368	53.4108	37.7430	61.7110	6.119	O	-0.12129849	-0.12272246	-0.00142398
12369	53.4108	37.7430	62.4110	6.672	O	-0.11413738	-0.11554045	-0.00140307
12370	53.4108	37.7430	63.1110	7.251	O	-0.10756443	-0.10892139	-0.00135696
12371	53.4108	37.7430	63.8110	7.849	O	-0.10155927	-0.10285397	-0.00129471
12372	53.4108	37.7430	64.5110	8.462	O	-0.09608186	-0.09730537	-0.00122351
12373	54.1108	37.7430	45.6110	8.957	H	-0.08596187	-0.08575316	0.00020870
12374	54.1108	37.7430	46.3110	8.360	H	-0.09011062	-0.08993465	0.00017598
12375	54.1108	37.7430	47.0110	7.779	H	-0.09457816	-0.09444702	0.00013114
12376	54.1108	37.7430	47.7110	7.219	H	-0.09938889	-0.09931777	0.00007112
12377	54.1108	37.7430	48.4110	6.686	H	-0.10456783	-0.10457566	-0.00000784
12378	54.1108	37.7430	49.1110	6.186	H	-0.11014063	-0.11025078	-0.00011015
12379	54.1108	37.7430	49.8110	5.728	H	-0.11613432	-0.11637514	-0.00024082
12380	54.1108	37.7430	50.5110	5.323	H	-0.12257898	-0.12298371	-0.00040474
12381	54.1108	37.7430	51.2110	4.984	H	-0.12951013	-0.13011531	-0.00060518
12382	54.1108	37.7430	51.9110	4.726	H	-0.13696940	-0.13781002	-0.00084062
12383	54.1108	37.7430	52.6110	4.560	H	-0.14499626	-0.14609617	-0.00109991
12384	54.1108	37.7430	53.3110	4.499	H	-0.15359834	-0.15495552	-0.00135718
12385	54.1108	37.7430	54.0110	4.475	O	-0.16268098	-0.16425022	-0.00156924
12386	54.1108	37.7430	54.7110	4.039	O	-0.17190643	-0.17358463	-0.00167820
12387	54.1108	37.7430	55.4110	3.686	O	-0.18046731	-0.18209383	-0.00162653
12388	54.1108	37.7430	58.9110	3.827	O	-0.16969275	-0.17074317	-0.00105043
12389	54.1108	37.7430	59.6110	4.219	O	-0.15861358	-0.15986737	-0.00125379
12390	54.1108	37.7430	60.3110	4.683	O	-0.14765798	-0.14907495	-0.00141697
12391	54.1108	37.7430	61.0110	5.200	O	-0.13740905	-0.13891945	-0.00151041
12392	54.1108	37.7430	61.7110	5.756	O	-0.12807024	-0.12960820	-0.00153796
12393	54.1108	37.7430	62.4110	6.341	O	-0.11965772	-0.12117343	-0.00151571
12394	54.1108	37.7430	63.1110	6.947	O	-0.11210950	-0.11357008	-0.00146058
12395	54.1108	37.7430	63.8110	7.569	O	-0.10533782	-0.10672405	-0.00138623
12396	54.1108	37.7430	64.5110	8.204	O	-0.09925203	-0.10055446	-0.00130243
12397	54.1108	37.7430	65.2110	8.848	O	-0.09376769	-0.09498338	-0.00121570
12398	54.8108	37.7430	45.6110	8.730	H	-0.08796318	-0.08770033	0.00026285
12399	54.8108	37.7430	46.3110	8.116	H	-0.09239731	-0.09216287	0.00023444
12400	54.8108	37.7430	47.0110	7.516	H	-0.09719819	-0.09700463	0.00019356
12401	54.8108	37.7430	47.7110	6.935	H	-0.10239924	-0.10226255	0.00013669
12402	54.8108	37.7430	48.4110	6.378	H	-0.10803665	-0.10797732	0.00005933
12403	54.8108	37.7430	49.1110	5.852	H	-0.11415067	-0.11419487	-0.00004420
12404	54.8108	37.7430	49.8110	5.366	H	-0.12078847	-0.12096942	-0.00018094
12405	54.8108	37.7430	50.5110	4.931	H	-0.12801015	-0.12836927	-0.00035912
12406	54.8108	37.7430	51.2110	4.563	H	-0.13589880	-0.13648549	-0.00058669
12407	54.8108	37.7430	51.9110	4.279	H	-0.14457233	-0.14543974	-0.00086741
12408	54.8108	37.7430	52.6110	4.096	H	-0.15418557	-0.15537927	-0.00119370
12409	54.8108	37.7430	53.3110	4.028	H	-0.16490129	-0.16643894	-0.00153765
12410	54.8108	37.7430	54.0110	4.080	H	-0.17680266	-0.17864596	-0.00184330
12411	54.8108	37.7430	54.7110	3.604	O	-0.18968897	-0.19170779	-0.00201882
12412	54.8108	37.7430	59.6110	3.804	O	-0.17268766	-0.17387845	-0.00119080
12413	54.8108	37.7430	60.3110	4.313	O	-0.15847253	-0.15993667	-0.00146414
12414	54.8108	37.7430	61.0110	4.870	O	-0.14581626	-0.14742586	-0.00160960
12415	54.8108	37.7430	61.7110	5.459	O	-0.13470607	-0.13635924	-0.00165317
12416	54.8108	37.7430	62.4110	6.073	O	-0.12497525	-0.12660349	-0.00162824
12417	54.8108	37.7430	63.1110	6.703	O	-0.11643032	-0.11799252	-0.00156220
12418	54.8108	37.7430	63.8110	7.346	O	-0.10889288	-0.11036719	-0.00147431
12419	54.8108	37.7430	64.5110	7.998	O	-0.10220991	-0.10358696	-0.00137706
12420	54.8108	37.7430	65.2110	8.658	O	-0.09625346	-0.09753157	-0.00127811
12421	55.5108	37.7430	45.6110	8.554	H	-0.08980638	-0.08948510	0.00032129
12422	55.5108	37.7430	46.3110	7.926	H	-0.09451101	-0.09421272	0.00029830
12423	55.5108	37.7430	47.0110	7.311	H	-0.09962893	-0.09936620	0.00026273
12424	55.5108	37.7430	47.7110	6.712	H	-0.10520232	-0.10499169	0.00021064
12425	55.5108	37.7430	48.4110	6.135	H	-0.11127840	-0.11114156	0.00013684
12426	55.5108	37.7430	49.1110	5.586	H	-0.11791190	-0.11787749	0.00003441
12427	55.5108	37.7430	49.8110	5.075	H	-0.12517071	-0.12527669	-0.00010598
12428	55.5108	37.7430	50.5110	4.613	H	-0.13314740	-0.13344383	-0.00029643
12429	55.5108	37.7430	51.2110	4.217	H	-0.14198043	-0.14253129	-0.00055085
12430	55.5108	37.7430	51.9110	3.908	H	-0.15188448	-0.15276460	-0.00088013
12431	55.5108	37.7430	52.6110	3.706	H	-0.16317324	-0.16445503	-0.00128180
12432	55.5108	37.7430	53.3110	3.631	H	-0.17623874	-0.17796686	-0.00172812
12433	55.5108	37.7430	54.0110	3.689	H	-0.19145803	-0.19361541	-0.00215738
12434	55.5108	37.7430	60.3110	4.031	O	-0.16889805	-0.17040954	-0.00151149
12435	55.5108	37.7430	61.0110	4.622	O	-0.15372381	-0.15543414	-0.00171034
12436	55.5108	37.7430	61.7110	5.240	O	-0.14084521	-0.14261139	-0.00176618
12437	55.5108	37.7430	62.4110	5.876	O	-0.12983750	-0.13157272	-0.00173522
12438	55.5108	37.7430	63.1110	6.525	O	-0.12034684	-0.12200318	-0.00165634
12439	55.5108	37.7430	63.8110	7.184	O	-0.11209357	-0.11364773	-0.00155416
12440	55.5108	37.7430	64.5110	7.850	O	-0.10485863	-0.10630208	-0.00144345
12441	55.5108	37.7430	65.2110	8.521	O	-0.09846972	-0.09980244	-0.00133272
12442	56.2108	37.7430	45.6110	8.433	H	-0.09145492	-0.09107210	0.00038282
12443	56.2108	37.7430	46.3110	7.795	H	-0.09640734	-0.09604123	0.00036611
12444	56.2108	37.7430	47.0110	7.169	H	-0.10181623	-0.10147935	0.00033687
12445	56.2108	37.7430	47.7110	6.557	H	-0.10773179	-0.10744101	0.00029078
12446	56.2108	37.7430	48.4110	5.965	H	-0.11421127	-0.11398926	0.00022201
12447	56.2108	37.7430	49.1110	5.399	H	-0.12132286	-0.12120041	0.00012246
12448	56.2108	37.7430	49.8110	4.868	H	-0.12915423	-0.12917365	-0.00001942
12449	56.2108	37.7430	50.5110	4.384	H	-0.13783041	-0.13805023	-0.00021982
12450	56.2108	37.7430	51.2110	3.965	H	-0.14754825	-0.14804740	-0.00049915
12451	56.2108	37.7430	51.9110	3.635	H	-0.15863055	-0.15950635	-0.00087580
12452	56.2108	37.7430	52.6110	3.417	H	-0.17157896	-0.17293013	-0.00135117
12453	56.2108	37.7430	53.3110	3.335	H	-0.18706676	-0.18896248	-0.00189572
12454	56.2108	37.7430	54.0110	3.398	H	-0.20583864	-0.20828672	-0.00244808
12455	56.2108	37.7430	60.3110	3.858	O	-0.17790745	-0.17948831	-0.00158087
12456	56.2108	37.7430	61.0110	4.471	O	-0.16050202	-0.16231406	-0.00181204
12457	56.2108	37.7430	61.7110	5.107	O	-0.14608498	-0.14795457	-0.00186959
12458	56.2108	37.7430	62.4110	5.758	O	-0.13397620	-0.13580466	-0.00182846
12459	56.2108	37.7430	63.1110	6.419	O	-0.12367408	-0.12540999	-0.00173591
12460	56.2108	37.7430	63.8110	7.088	O	-0.11480867	-0.11642879	-0.00162012
12461	56.2108	37.7430	64.5110	7.762	O	-0.10710294	-0.10860021	-0.00149726
12462	56.2108	37.7430	65.2110	8.441	O	-0.10034593	-0.10172213	-0.00137620
12463	56.9108	37.7430	45.6110	8.369	H	-0.09287335	-0.09242730	0.00044605
12464	56.9108	37.7430	46.3110	7.725	H	-0.09804306	-0.09760687	0.00043619
12465	56.9108	37.7430	47.0110	7.093	H	-0.10370721	-0.10329329	0.00041393
12466	56.9108	37.7430	47.7110	6.474	H	-0.10992274	-0.10954815	0.00037459
12467	56.9108	37.7430	48.4110	5.874	H	-0.11675526	-0.11644345	0.00031181
12468	56.9108	37.7430	49.1110	5.298	H	-0.12428438	-0.12406780	0.00021658
12469	56.9108	37.7430	49.8110	4.755	H	-0.13261533	-0.13253958	0.00007575
12470	56.9108	37.7430	50.5110	4.259	H	-0.14190358	-0.14203339	-0.00012980
12471	56.9108	37.7430	51.2110	3.827	H	-0.15240269	-0.15282796	-0.00042526
12472	56.9108	37.7430	51.9110	3.483	H	-0.16454271	-0.16537707	-0.00083436
12473	56.9108	37.7430	52.6110	3.255	H	-0.17901711	-0.18037712	-0.00136001
12474	56.9108	37.7430	53.3110	3.169	H	-0.19680609	-0.19877516	-0.00196907
12475	56.9108	37.7430	60.3110	3.807	O	-0.18453326	-0.18620581	-0.00167255
12476	56.9108	37.7430	61.0110	4.428	O	-0.16557907	-0.16748136	-0.00190228
12477	56.9108	37.7430	61.7110	5.069	O	-0.15006408	-0.15201466	-0.00195058
12478	56.9108	37.7430	62.4110	5.724	O	-0.13715168	-0.13904928	-0.00189760
12479	56.9108	37.7430	63.1110	6.389	O	-0.12624729	-0.12804041	-0.00179312
12480	56.9108	37.7430	63.8110	7.061	O	-0.11692177	-0.11858826	-0.00166649
12481	56.9108	37.7430	64.5110	7.737	O	-0.10885870	-0.11039300	-0.00153430
12482	56.9108	37.7430	65.2110	8.418	O	-0.10182004	-0.10322554	-0.00140550
12483	57.6108	37.7430	45.6110	8.363	H	-0.09402866	-0.09351921	0.00050945
12484	57.6108	37.7430	46.3110	7.719	H	-0.09937776	-0.09887103	0.00050674
12485	57.6108	37.7430	47.0110	7.086	H	-0.10525230	-0.10476052	0.00049178
12486	57.6108	37.7430	47.7110	6.466	H	-0.11171414	-0.11125454	0.00045960
12487	57.6108	37.7430	48.4110	5.865	H	-0.11883478	-0.11843137	0.00040342
12488	57.6108	37.7430	49.1110	5.288	H	-0.12670185	-0.12638799	0.00031386
12489	57.6108	37.7430	49.8110	4.745	H	-0.13543364	-0.13525607	0.00017757
12490	57.6108	37.7430	50.5110	4.247	H	-0.14520986	-0.14523447	-0.00002461
12491	57.6108	37.7430	51.2110	3.814	H	-0.15633080	-0.15664859	-0.00031779
12492	57.6108	37.7430	51.9110	3.469	H	-0.16931447	-0.17004070	-0.00072623
12493	57.6108	37.7430	52.6110	3.240	H	-0.18501540	-0.18627156	-0.00125616
12494	57.6108	37.7430	53.3110	3.153	H	-0.20472350	-0.20660812	-0.00188462
12495	57.6108	37.7430	60.3110	3.883	O	-0.18827911	-0.19002736	-0.00174825
12496	57.6108	37.7430	61.0110	4.494	O	-0.16860756	-0.17056608	-0.00195852
12497	57.6108	37.7430	61.7110	5.127	O	-0.15253970	-0.15453468	-0.00199498
12498	57.6108	37.7430	62.4110	5.776	O	-0.13919307	-0.14112639	-0.00193332
12499	57.6108	37.7430	63.1110	6.435	O	-0.12794485	-0.12976646	-0.00182160
12500	57.6108	37.7430	63.8110	7.102	O	-0.11834509	-0.12003388	-0.00168878
12501	57.6108	37.7430	64.5110	7.775	O	-0.11006156	-0.11161294	-0.00155138
12502	57.6108	37.7430	65.2110	8.452	O	-0.10284419	-0.10426247	-0.00141828
12503	58.3108	37.7430	45.6110	8.415	H	-0.09489162	-0.09432013	0.00057150
12504	58.3108	37.7430	46.3110	7.776	H	-0.10037548	-0.09979948	0.00057600
12505	58.3108	37.7430	47.0110	7.148	H	-0.10640718	-0.10583872	0.00056846
12506	58.3108	37.7430	47.7110	6.534	H	-0.11305122	-0.11250763	0.00054359
12507	58.3108	37.7430	48.4110	5.940	H	-0.12038160	-0.11988720	0.00049440
12508	58.3108	37.7430	49.1110	5.371	H	-0.12848871	-0.12807700	0.00041170
12509	58.3108	37.7430	49.8110	4.837	H	-0.13749540	-0.13721199	0.00028340
12510	58.3108	37.7430	50.5110	4.350	H	-0.14759116	-0.14749754	0.00009362
12511	58.3108	37.7430	51.2110	3.927	H	-0.15909685	-0.15927431	-0.00017746
12512	58.3108	37.7430	51.9110	3.593	H	-0.17256922	-0.17311983	-0.00055061
12513	58.3108	37.7430	52.6110	3.373	H	-0.18894096	-0.18998277	-0.00104182
12514	58.3108	37.7430	60.3110	3.878	O	-0.18912867	-0.19090777	-0.00177910
12515	58.3108	37.7430	61.0110	4.544	C	-0.16949118	-0.17146036	-0.00196917
12516	58.3108	37.7430	61.7110	5.187	C	-0.15341269	-0.15540973	-0.00199704
12517	58.3108	37.7430	62.4110	5.843	C	-0.14001748	-0.14194947	-0.00193200
12518	58.3108	37.7430	63.1110	6.508	C	-0.12870175	-0.13052050	-0.00181875
12519	58.3108	37.7430	63.8110	7.179	C	-0.11902867	-0.12071369	-0.00168502
12520	58.3108	37.7430	64.5110	7.856	C	-0.11067323	-0.11222019	-0.00154696
12521	58.3108	37.7430	65.2110	8.537	C	-0.10338886	-0.10480224	-0.00141337
12522	59.0108	37.7430	45.6110	8.454	H	-0.09543820	-0.09480749	0.00063070
12523	59.0108	37.7430	46.3110	7.839	H	-0.10100642	-0.10036408	0.00064234
12524	59.0108	37.7430	47.0110	7.240	H	-0.10713495	-0.10649277	0.00064219
12525	59.0108	37.7430	47.7110	6.661	H	-0.11388825	-0.11326355	0.00062470
12526	59.0108	37.7430	48.4110	6.094	H	-0.12133875	-0.12075599	0.00058276
12527	59.0108	37.7430	49.1110	5.541	H	-0.12957281	-0.12906521	0.00050760
12528	59.0108	37.7430	49.8110	5.025	H	-0.13870571	-0.13831665	0.00038906
12529	59.0108	37.7430	50.5110	4.558	H	-0.14891415	-0.14869823	0.00021591
12530	59.0108	37.7430	51.2110	4.158	H	-0.16049723	-0.16052157	-0.00002435
12531	59.0108	37.7430	51.9110	3.843	H	-0.17397312	-0.17432098	-0.00034786
12532	59.0108	37.7430	52.6110	3.638	H	-0.19021462	-0.19099670	-0.00078208
12533	59.0108	37.7430	60.3110	3.850	O	-0.18719950	-0.18899835	-0.00179885
12534	59.0108	37.7430	61.0110	4.532	O	-0.16829134	-0.17024177	-0.00195043
12535	59.0108	37.7430	61.7110	5.219	O	-0.15270565	-0.15467069	-0.00196504
12536	59.0108	37.7430	62.4110	5.908	O	-0.13962786	-0.14152568	-0.00189782
12537	59.0108	37.7430	63.1110	6.569	C	-0.12851230	-0.13029888	-0.00178659
12538	59.0108	37.7430	63.8110	7.235	C	-0.11896361	-0.12061973	-0.00165612
12539	59.0108	37.7430	64.5110	7.907	C	-0.11068416	-0.11220559	-0.00152143
12540	59.0108	37.7430	65.2110	8.583	C	-0.10344501	-0.10483592	-0.00139091
12541	59.7108	37.7430	45.6110	8.425	H	-0.09565090	-0.09496526	0.00068564
12542	59.7108	37.7430	46.3110	7.809	H	-0.10124873	-0.10054453	0.00070420
12543	59.7108	37.7430	47.0110	7.207	H	-0.10740838	-0.10669704	0.00071134
12544	59.7108	37.7430	47.7110	6.625	H	-0.11419151	-0.11349018	0.00070133
12545	59.7108	37.7430	48.4110	6.068	H	-0.12166482	-0.12099794	0.00066688
12546	59.7108	37.7430	49.1110	5.544	H	-0.12990380	-0.12930427	0.00059953
12547	59.7108	37.7430	49.8110	5.062	H	-0.13900372	-0.13851312	0.00049059
12548	59.7108	37.7430	50.5110	4.636	H	-0.14910499	-0.14877253	0.00033246
12549	59.7108	37.7430	51.2110	4.283	H	-0.16044134	-0.16032277	0.00011857
12550	59.7108	37.7430	51.9110	4.022	H	-0.17341405	-0.17357614	-0.00016209
12551	59.7108	37.7430	52.6110	3.871	H	-0.18869112	-0.18923087	-0.00053975
12552	59.7108	37.7430	60.3110	3.949	O	-0.18267127	-0.18452995	-0.00185867
12553	59.7108	37.7430	61.0110	4.616	O	-0.16518047	-0.16710983	-0.00192936
12554	59.7108	37.7430	61.7110	5.292	O	-0.15054044	-0.15245445	-0.00191401
12555	59.7108	37.7430	62.4110	5.973	O	-0.13810306	-0.13994245	-0.00183939
12556	59.7108	37.7430	63.1110	6.615	H	-0.12742580	-0.12915599	-0.00173019
12557	59.7108	37.7430	63.8110	7.261	H	-0.11818029	-0.11978547	-0.00160519
12558	59.7108	37.7430	64.5110	7.916	H	-0.11011292	-0.11158965	-0.00147673
12559	59.7108	37.7430	65.2110	8.578	H	-0.10302386	-0.10437602	-0.00135216
12560	60.4108	37.7430	45.6110	8.455	H	-0.09552014	-0.09478517	0.00073498
12561	60.4108	37.7430	46.3110	7.841	H	-0.10109022	-0.10033013	0.00076009
12562	60.4108	37.7430	47.0110	7.242	H	-0.10721216	-0.10643778	0.00077438
12563	60.4108	37.7430	47.7110	6.663	H	-0.11394217	-0.11317019	0.00077198
12564	60.4108	37.7430	48.4110	6.109	H	-0.12133770	-0.12059224	0.00074545
12565	60.4108	37.7430	49.1110	5.589	H	-0.12945802	-0.12877165	0.00068637
12566	60.4108	37.7430	49.8110	5.111	H	-0.13836953	-0.13778298	0.00058655
12567	60.4108	37.7430	50.5110	4.690	H	-0.14816075	-0.14772077	0.00043998
12568	60.4108	37.7430	51.2110	4.341	H	-0.15897253	-0.15872909	0.00024344
12569	60.4108	37.7430	51.9110	4.084	H	-0.17104289	-0.17105144	-0.00000854
12570	60.4108	37.7430	52.6110	3.935	H	-0.18475642	-0.18509372	-0.00033730
12571	60.4108	37.7430	53.3110	3.753	O	-0.20069191	-0.20148793	-0.00079603
12572	60.4108	37.7430	60.3110	4.096	H	-0.17601920	-0.17796756	-0.00194836
12573	60.4108	37.7430	61.0110	4.671	H	-0.16047715	-0.16238884	-0.00191169
12574	60.4108	37.7430	61.7110	5.277	H	-0.14713194	-0.14898382	-0.00185188
12575	60.4108	37.7430	62.4110	5.903	H	-0.13558674	-0.13735029	-0.00176356
12576	60.4108	37.7430	63.1110	6.544	H	-0.12553800	-0.12719283	-0.00165482
12577	60.4108	37.7430	63.8110	7.197	H	-0.11674274	-0.11827881	-0.00153608
12578	60.4108	37.7430	64.5110	7.857	H	-0.10900266	-0.11041834	-0.00141568
12579	60.4108	37.7430	65.2110	8.524	H	-0.10215480	-0.10345397	-0.00129917
12580	61.1108	37.7430	45.6110	8.542	H	-0.09504536	-0.09426789	0.00077746
12581	61.1108	37.7430	46.3110	7.935	H	-0.10052997	-0.09972136	0.00080861
12582	61.1108	37.7430	47.0110	7.344	H	-0.10654502	-0.10571527	0.00082975
12583	61.1108	37.7430	47.7110	6.773	H	-0.11313904	-0.11230398	0.00083506
12584	61.1108	37.7430	48.4110	6.230	H	-0.12035760	-0.11954050	0.00081710
12585	61.1108	37.7430	49.1110	5.720	H	-0.12824077	-0.12747342	0.00076735
12586	61.1108	37.7430	49.8110	5.254	H	-0.13682257	-0.13614503	0.00067754
12587	61.1108	37.7430	50.5110	4.845	H	-0.14613556	-0.14559378	0.00054178
12588	61.1108	37.7430	51.2110	4.509	H	-0.15622367	-0.15586566	0.00035801
12589	61.1108	37.7430	51.9110	4.261	H	-0.16716100	-0.16703536	0.00012564
12590	61.1108	37.7430	52.6110	4.119	H	-0.17906331	-0.17922646	-0.00016315
12591	61.1108	37.7430	53.3110	4.094	H	-0.19206705	-0.19260099	-0.00053394
12592	61.1108	37.7430	59.6110	3.573	H	-0.18302424	-0.18523435	-0.00221010
12593	61.1108	37.7430	60.3110	4.102	H	-0.16802140	-0.17002217	-0.00200077
12594	61.1108	37.7430	61.0110	4.677	H	-0.15463570	-0.15651121	-0.00187551
12595	61.1108	37.7430	61.7110	5.282	H	-0.14276888	-0.14454315	-0.00177428
12596	61.1108	37.7430	62.4110	5.907	H	-0.13227005	-0.13394218	-0.00167213
12597	61.1108	37.7430	63.1110	6.548	H	-0.12297832	-0.12454227	-0.00156394
12598	61.1108	37.7430	63.8110	7.200	H	-0.11473994	-0.11619222	-0.00145227
12599	61.1108	37.7430	64.5110	7.860	H	-0.10741539	-0.10875665	-0.00134126
12600	61.1108	37.7430	65.2110	8.527	H	-0.10088163	-0.10211596	-0.00123433
12601	61.8108	37.7430	45.6110	8.685	H	-0.09423568	-0.09342367	0.00081201
12602	61.8108	37.7430	46.3110	8.088	H	-0.09957932	-0.09873089	0.00084843
12603	61.8108	37.7430	47.0110	7.509	H	-0.10542128	-0.10454539	0.00087589
12604	61.8108	37.7430	47.7110	6.953	H	-0.11180065	-0.11091185	0.00088880
12605	61.8108	37.7430	48.4110	6.424	H	-0.11874956	-0.11786962	0.00087994
12606	61.8108	37.7430	49.1110	5.931	H	-0.12628812	-0.12544716	0.00084096
12607	61.8108	37.7430	49.8110	5.484	H	-0.13441925	-0.13365574	0.00076351
12608	61.8108	37.7430	50.5110	5.093	H	-0.14312528	-0.14248393	0.00064136
12609	61.8108	37.7430	51.2110	4.774	H	-0.15236836	-0.15189580	0.00047256
12610	61.8108	37.7430	51.9110	4.541	H	-0.16209291	-0.16183351	0.00025940
12611	61.8108	37.7430	52.6110	4.408	H	-0.17222077	-0.17221667	0.00000410
12612	61.8108	37.7430	53.3110	4.384	H	-0.18261752	-0.18291652	-0.00029900
12613	61.8108	37.7430	54.0110	4.055	O	-0.19299567	-0.19366616	-0.00067049
12614	61.8108	37.7430	54.7110	3.578	H	-0.20271189	-0.20386210	-0.00115021
12615	61.8108	37.7430	58.9110	3.273	H	-0.18412629	-0.18672474	-0.00259844
12616	61.8108	37.7430	59.6110	3.715	H	-0.17160562	-0.17381563	-0.00221001
12617	61.8108	37.7430	60.3110	4.226	H	-0.15947458	-0.16143252	-0.00195794
12618	61.8108	37.7430	61.0110	4.786	H	-0.14814218	-0.14993653	-0.00179436
12619	61.8108	37.7430	61.7110	5.378	H	-0.13776520	-0.13943709	-0.00167189
12620	61.8108	37.7430	62.4110	5.994	H	-0.12836432	-0.12992811	-0.00156379
12621	61.8108	37.7430	63.1110	6.626	H	-0.11989293	-0.12135238	-0.00145944
12622	61.8108	37.7430	63.8110	7.271	H	-0.11227501	-0.11363161	-0.00135661
