idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
20326	56.7972	28.2023	64.3355	7.1	-0.09365779	-0.09531930	-0.00166151
20327	60.5028	45.2495	50.8300	8.8	-0.08556262	-0.08562120	-0.00005858
20328	48.2301	39.0481	51.2989	8.8	-0.08096075	-0.08130794	-0.00034719
20329	58.8840	42.5924	47.3788	8.9	-0.08664077	-0.08651539	0.00012538
20330	68.3387	31.8907	63.7174	8.9	-0.08587688	-0.08620437	-0.00032749
20331	64.7545	25.0655	61.2431	7.7	-0.09005891	-0.09013559	-0.00007668
20332	63.0179	37.7919	44.2853	9.0	-0.08361788	-0.08286203	0.00075586
20333	48.0573	36.2974	59.0077	7.5	-0.08854875	-0.08932426	-0.00077551
20334	66.2928	24.2336	56.8278	7.3	-0.09211327	-0.09124139	0.00087188
20335	56.9380	24.7074	49.0878	7.9	-0.09104827	-0.09000598	0.00104229
20336	46.5935	35.5790	50.9724	8.6	-0.07575979	-0.07606713	-0.00030734
20337	54.0174	29.7523	46.0261	7.4	-0.08796918	-0.08733632	0.00063287
20338	60.5541	23.2002	60.9142	8.0	-0.08609532	-0.08641083	-0.00031551
20339	45.0685	31.3866	54.9160	8.8	-0.07058855	-0.07097868	-0.00039013
20340	57.6723	45.8634	61.1952	8.7	-0.08297056	-0.08341813	-0.00044757
20341	48.3850	32.0631	60.0650	7.1	-0.08562268	-0.08651952	-0.00089684
20342	60.4108	36.4479	65.7715	7.1	-0.09987352	-0.10127386	-0.00140034
20343	48.7569	24.6072	53.3980	8.8	-0.07087940	-0.07105870	-0.00017930
20344	55.2984	24.6851	47.3142	9.0	-0.08000655	-0.07929627	0.00071029
20345	50.0762	28.7659	47.1861	8.3	-0.07569125	-0.07555923	0.00013202
20346	70.0725	28.7101	49.1024	8.6	-0.08226611	-0.08086599	0.00140012
20347	49.0145	41.8824	59.1889	8.6	-0.08103477	-0.08157654	-0.00054177
20348	50.9375	32.5666	64.8794	8.7	-0.08275412	-0.08393708	-0.00118296
20349	46.1918	32.1559	50.2121	8.8	-0.07160872	-0.07182638	-0.00021766
20350	56.2593	31.7457	66.2272	7.3	-0.09143915	-0.09310281	-0.00166366
20351	54.4712	35.7604	44.7135	7.8	-0.08487695	-0.08449300	0.00038395
20352	52.4721	36.8007	64.2606	7.0	-0.09492150	-0.09618552	-0.00126402
20353	52.6034	29.8573	64.1343	7.6	-0.08761264	-0.08905299	-0.00144035
20354	68.6831	34.6855	48.4891	7.5	-0.09269372	-0.09136853	0.00132519
20355	59.2753	28.4955	43.8462	8.9	-0.08224417	-0.08105979	0.00118438
20356	57.7440	26.2008	63.4601	7.5	-0.09050921	-0.09174288	-0.00123367
20357	50.9886	41.9799	63.0684	8.9	-0.07970510	-0.08034076	-0.00063566
20358	69.2008	27.6552	51.6698	7.5	-0.09196808	-0.09029959	0.00166849
20359	67.4533	29.8772	63.2752	8.2	-0.08908779	-0.08940312	-0.00031534
20360	69.8799	31.8808	59.0743	7.3	-0.09593836	-0.09555722	0.00038114
20361	59.8194	27.9662	66.4397	8.9	-0.08284982	-0.08393950	-0.00108968
20362	54.1894	45.1183	56.0089	8.0	-0.08956672	-0.08994670	-0.00037998
20363	68.0872	40.3047	59.3061	8.0	-0.09173933	-0.09197817	-0.00023884
20364	60.7416	45.1803	53.4445	7.6	-0.09264950	-0.09283732	-0.00018783
20365	47.9009	38.1729	62.0422	9.0	-0.07804151	-0.07874311	-0.00070161
20366	49.4379	35.4270	47.8660	7.9	-0.08116975	-0.08128892	-0.00011917
20367	65.7633	25.1195	46.7200	9.0	-0.07868222	-0.07728281	0.00139941
20368	68.1647	31.0248	61.3482	7.1	-0.09776684	-0.09784632	-0.00007948
20369	60.3656	26.3737	64.4494	8.2	-0.08763095	-0.08862859	-0.00099764
20370	60.2531	21.9070	59.8891	8.7	-0.08129124	-0.08139986	-0.00010862
20371	53.6899	42.6356	52.3167	7.3	-0.09882913	-0.09919962	-0.00037049
20372	62.4155	45.5505	55.2569	8.0	-0.08908386	-0.08930076	-0.00021690
20373	63.1215	23.5048	48.4664	8.5	-0.08331936	-0.08190068	0.00141869
20374	67.4049	38.7789	52.5080	7.3	-0.10546884	-0.10493045	0.00053840
20375	47.3307	29.6630	49.1362	8.7	-0.07150125	-0.07160694	-0.00010569
20376	63.4800	35.9702	66.4898	8.3	-0.08840482	-0.08936204	-0.00095722
20377	66.0784	43.7793	55.1031	8.6	-0.08826262	-0.08835375	-0.00009114
20378	47.3773	31.1910	59.0996	7.5	-0.07992070	-0.08063509	-0.00071439
20379	66.0683	38.1993	65.2437	9.0	-0.08403001	-0.08465086	-0.00062085
20380	54.3383	23.3498	51.2794	8.2	-0.08236991	-0.08200978	0.00036013
20381	54.3267	45.3111	52.2922	9.0	-0.08362451	-0.08387336	-0.00024884
20382	61.5878	41.8538	64.1643	8.0	-0.09081710	-0.09153764	-0.00072054
20383	46.3435	32.0619	55.3875	7.5	-0.07780576	-0.07829133	-0.00048557
20384	58.0042	39.8533	46.5807	7.4	-0.09386903	-0.09357432	0.00029471
20385	51.1339	26.9766	61.0525	7.4	-0.08268138	-0.08364010	-0.00095872
20386	62.9072	38.4853	64.3520	7.0	-0.10055714	-0.10158485	-0.00102771
20387	56.6535	22.6043	56.7005	7.4	-0.08718491	-0.08722091	-0.00003600
20388	54.1169	26.4883	48.2541	7.2	-0.08829369	-0.08768309	0.00061061
20389	65.2287	44.2668	53.2762	8.8	-0.08684686	-0.08686995	-0.00002309
20390	62.2909	41.1711	47.6236	8.2	-0.09232342	-0.09196418	0.00035924
20391	48.4662	33.4149	62.9008	9.0	-0.07978297	-0.08070182	-0.00091885
20392	46.7435	26.6695	55.8330	8.8	-0.06952973	-0.06989305	-0.00036332
20393	59.0862	41.3510	48.5000	7.3	-0.09978916	-0.09966216	0.00012700
20394	61.5392	24.9620	61.5123	7.1	-0.09456315	-0.09510015	-0.00053699
20395	50.0306	38.9666	48.3573	8.6	-0.08091919	-0.08109100	-0.00017180
20396	64.5923	21.8115	57.7630	9.0	-0.08051505	-0.08006315	0.00045189
20397	66.2171	26.5376	47.6876	7.7	-0.08739147	-0.08561060	0.00178087
20398	68.0159	33.2038	45.9191	8.4	-0.08386265	-0.08256739	0.00129526
20399	63.9111	40.3328	46.8437	8.7	-0.08823309	-0.08771251	0.00052058
20400	55.1741	38.2040	46.2670	7.0	-0.09195241	-0.09171884	0.00023358
20401	54.3850	25.6850	63.8077	8.4	-0.07976848	-0.08076213	-0.00099365
20402	68.4258	24.5754	58.2786	8.6	-0.08228519	-0.08171746	0.00056773
20403	56.3750	23.3197	50.7148	8.3	-0.08646564	-0.08576157	0.00070407
20404	67.6272	26.5328	48.4134	8.1	-0.08483848	-0.08320584	0.00163265
20405	64.0068	27.2335	46.3013	7.4	-0.08965116	-0.08779464	0.00185653
20406	64.4331	43.9124	56.3450	7.5	-0.09459463	-0.09484233	-0.00024770
20407	46.2767	32.6015	59.0027	8.4	-0.07610202	-0.07673365	-0.00063163
20408	57.6334	23.9359	52.2922	7.0	-0.09790235	-0.09699709	0.00090526
20409	49.1074	30.1520	60.5374	7.1	-0.08443176	-0.08538263	-0.00095087
20410	65.7891	29.5330	44.7677	8.4	-0.08233716	-0.08085169	0.00148547
20411	66.4277	22.7649	54.5604	8.6	-0.08322612	-0.08224068	0.00098544
20412	65.8032	22.1848	56.8908	8.9	-0.08081988	-0.08019730	0.00062257
